date,stock_price,option_price,pnl
2023-03-03,149.15699768066406,1.2620139896101006,1982.8865581658652
2023-03-06,151.9222869873047,0.0,2109.087957126875
2023-03-07,149.719970703125,0.280029296875,2081.085027439375
2023-03-08,150.9741973876953,0.0,2109.087957126875
2023-03-09,148.72247314453125,1.27752685546875,1981.3352715800002
2023-03-10,146.65838623046875,3.34161376953125,1774.9265801737502
2023-03-13,148.60397338867188,1.396026611328125,1969.4852959940627
2023-03-14,150.69764709472656,0.0,2109.087957126875
2023-03-15,151.09271240234375,0.0,2109.087957126875
2023-03-16,153.91722106933594,0.0,2109.087957126875
2023-03-17,153.0777587890625,0.0,2109.087957126875
2023-03-20,155.44802856445312,0.0,2109.087957126875
2023-03-21,157.3046875,0.0,2109.087957126875
2023-03-22,155.87266540527344,0.0,2109.087957126875
2023-03-23,156.95901489257812,0.0,2109.087957126875
2023-03-24,158.26266479492188,0.0,2109.087957126875
2023-03-27,156.31710815429688,0.0,2109.087957126875
2023-03-28,155.69491577148438,0.0,2109.087957126875
2023-03-29,158.77626037597656,0.0,2109.087957126875
2023-03-30,160.34652709960938,0.0,2109.087957126875
2023-03-31,162.85496520996094,0.0,2109.087957126875
2023-04-03,164.10923767089844,0.0,2109.087957126875
2023-04-04,163.57594299316406,0.0,2109.087957126875
2023-04-05,161.72914123535156,0.0,2109.087957126875
2023-04-06,162.6179962158203,0.0,2109.087957126875
2023-04-10,160.02061462402344,0.0,2109.087957126875
2023-04-11,158.80584716796875,0.0,2109.087957126875
2023-04-12,158.11451721191406,0.0,2109.087957126875
2023-04-13,163.50682067871094,0.0,2109.087957126875
2023-04-14,163.16116333007812,0.0,2109.087957126875
2023-04-17,163.180908203125,0.0,2109.087957126875
2023-04-18,164.40553283691406,0.0,2109.087957126875
2023-04-19,165.5511474609375,0.0,2109.087957126875
2023-04-20,164.5832977294922,0.0,2109.087957126875
2023-04-21,162.97352600097656,0.0,2109.087957126875
2023-04-24,163.27967834472656,0.0,2109.087957126875
2023-04-25,161.73904418945312,0.0,2109.087957126875
2023-04-26,161.72914123535156,0.0,2109.087957126875
2023-04-27,166.3214874267578,0.0,2109.087957126875
2023-04-28,167.57569885253906,0.0,2109.087957126875
2023-05-01,167.48684692382812,0.0,2109.087957126875
2023-05-02,166.44985961914062,0.0,2109.087957126875
2023-05-03,165.37339782714844,0.0,2109.087957126875
2023-05-04,163.73397827148438,0.0,2109.087957126875
2023-05-05,171.41748046875,0.0,2109.087957126875
2023-05-08,171.3483428955078,0.0,2109.087957126875
2023-05-09,169.63980102539062,0.0,2109.087957126875
2023-05-10,171.40760803222656,0.0,2109.087957126875
2023-05-11,171.59524536132812,0.0,2109.087957126875
2023-05-12,170.66563415527344,0.0,2109.087957126875
2023-05-15,170.171142578125,0.0,2109.087957126875
2023-05-16,170.171142578125,0.0,2109.087957126875
2023-05-17,170.78428649902344,0.0,2109.087957126875
2023-05-18,173.11825561523438,0.0,2109.087957126875
2023-05-19,173.22703552246094,0.0,2109.087957126875
2023-05-22,172.27761840820312,0.0,2109.087957126875
2023-05-23,169.66676330566406,0.0,2109.087957126875
2023-05-24,169.94366455078125,0.0,2109.087957126875
2023-05-25,171.0809783935547,0.0,2109.087957126875
2023-05-26,173.4940643310547,0.0,2109.087957126875
2023-05-30,175.3434295654297,0.0,2109.087957126875
2023-05-31,175.29396057128906,0.0,2109.087957126875
2023-06-01,178.10263061523438,0.0,2109.087957126875
2023-06-02,178.95314025878906,0.0,2109.087957126875
2023-06-05,177.5982666015625,0.0,2109.087957126875
2023-06-06,177.2323455810547,0.0,2109.087957126875
2023-06-07,175.85768127441406,0.0,2109.087957126875
2023-06-08,178.57733154296875,0.0,2109.087957126875
2023-06-09,178.9630584716797,0.0,2109.087957126875
2023-06-12,181.76181030273438,0.0,2109.087957126875
2023-06-13,181.287109375,0.0,2109.087957126875
2023-06-14,181.92001342773438,0.0,2109.087957126875
2023-06-15,183.95730590820312,0.0,2109.087957126875
2023-06-16,182.87933349609375,0.0,2109.087957126875
2023-06-20,182.9683380126953,0.0,2109.087957126875
2023-06-21,181.92994689941406,0.0,2109.087957126875
2023-06-22,184.9363555908203,0.0,2109.087957126875
2023-06-23,184.6199188232422,0.0,2109.087957126875
2023-06-26,183.22547912597656,0.0,2109.087957126875
2023-06-27,185.98468017578125,0.0,2109.087957126875
2023-06-28,187.16156005859375,0.0,2109.087957126875
2023-06-29,187.49777221679688,0.0,2109.087957126875
2023-06-30,191.82945251464844,0.0,2109.087957126875
2023-07-03,190.33612060546875,0.0,2109.087957126875
2023-07-05,189.21861267089844,0.0,2109.087957126875
2023-07-06,189.69329833984375,0.0,2109.087957126875
2023-07-07,188.57577514648438,0.0,2109.087957126875
2023-07-10,186.5286102294922,0.0,2109.087957126875
2023-07-11,186.0044708251953,0.0,2109.087957126875
2023-07-12,187.67581176757812,0.0,2109.087957126875
2023-07-13,188.43731689453125,0.0,2109.087957126875
2023-07-14,188.58566284179688,0.0,2109.087957126875
2023-07-17,191.8492431640625,0.0,2109.087957126875
2023-07-18,191.5920867919922,0.0,2109.087957126875
2023-07-19,192.94699096679688,0.0,2109.087957126875
2023-07-20,190.99871826171875,0.0,2109.087957126875
2023-07-21,189.82188415527344,0.0,2109.087957126875
2023-07-24,190.62294006347656,0.0,2109.087957126875
2023-07-25,191.4833221435547,0.0,2109.087957126875
2023-07-26,192.3535919189453,0.0,2109.087957126875
2023-07-27,191.08775329589844,0.0,2109.087957126875
2023-07-28,193.66896057128906,0.0,2109.087957126875
2023-07-31,194.28208923339844,0.0,2109.087957126875
2023-08-01,193.45135498046875,0.0,2109.087957126875
2023-08-02,190.45480346679688,0.0,2109.087957126875
2023-08-03,189.06036376953125,0.0,2109.087957126875
2023-08-04,179.9816436767578,0.0,2109.087957126875
2023-08-07,176.87632751464844,0.0,2109.087957126875
2023-08-08,177.81582641601562,0.0,2109.087957126875
2023-08-09,176.22361755371094,0.0,2109.087957126875
2023-08-10,176.00601196289062,0.0,2109.087957126875
2023-08-11,176.0654296875,0.0,2109.087957126875
2023-08-14,177.71926879882812,0.0,2109.087957126875
2023-08-15,175.72874450683594,0.0,2109.087957126875
2023-08-16,174.8572998046875,0.0,2109.087957126875
2023-08-17,172.3122100830078,0.0,2109.087957126875
2023-08-18,172.79747009277344,0.0,2109.087957126875
2023-08-21,174.13436889648438,0.0,2109.087957126875
2023-08-22,175.5108642578125,0.0,2109.087957126875
2023-08-23,179.36312866210938,0.0,2109.087957126875
2023-08-24,174.6691436767578,0.0,2109.087957126875
2023-08-25,176.87750244140625,0.0,2109.087957126875
2023-08-28,178.4421844482422,0.0,2109.087957126875
2023-08-29,182.33404541015625,0.0,2109.087957126875
2023-08-30,185.82981872558594,0.0,2109.087957126875
2023-08-31,186.0476531982422,0.0,2109.087957126875
2023-09-01,187.62225341796875,0.0,2109.087957126875
2023-09-05,187.85992431640625,0.0,2109.087957126875
2023-09-06,181.1357879638672,0.0,2109.087957126875
2023-09-07,175.8376922607422,0.0,2109.087957126875
2023-09-08,176.45166015625,0.0,2109.087957126875
2023-09-11,177.62022399902344,0.0,2109.087957126875
2023-09-12,174.5898895263672,0.0,2109.087957126875
2023-09-13,172.5201873779297,0.0,2109.087957126875
2023-09-14,174.03533935546875,0.0,2109.087957126875
2023-09-15,173.31240844726562,0.0,2109.087957126875
2023-09-18,176.24368286132812,0.0,2109.087957126875
2023-09-19,177.33303833007812,0.0,2109.087957126875
2023-09-20,173.7877960205078,0.0,2109.087957126875
2023-09-21,172.24290466308594,0.0,2109.087957126875
2023-09-22,173.09454345703125,0.0,2109.087957126875
2023-09-25,174.3720245361328,0.0,2109.087957126875
2023-09-26,170.29202270507812,0.0,2109.087957126875
2023-09-27,168.77682495117188,0.0,2109.087957126875
2023-09-28,169.03431701660156,0.0,2109.087957126875
2023-09-29,169.54928588867188,0.0,2109.087957126875
2023-10-02,172.0646514892578,0.0,2109.087957126875
2023-10-03,170.7277374267578,0.0,2109.087957126875
2023-10-04,171.97549438476562,0.0,2109.087957126875
2023-10-05,173.21336364746094,0.0,2109.087957126875
2023-10-06,175.7683563232422,0.0,2109.087957126875
2023-10-09,177.2538299560547,0.0,2109.087957126875
2023-10-10,176.65965270996094,0.0,2109.087957126875
2023-10-11,178.0559539794922,0.0,2109.087957126875
2023-10-12,178.95712280273438,0.0,2109.087957126875
2023-10-13,177.11517333984375,0.0,2109.087957126875
2023-10-16,176.98643493652344,0.0,2109.087957126875
2023-10-17,175.431640625,0.0,2109.087957126875
2023-10-18,174.13436889648438,0.0,2109.087957126875
2023-10-19,173.758056640625,0.0,2109.087957126875
2023-10-20,171.2030792236328,0.0,2109.087957126875
2023-10-23,171.32191467285156,0.0,2109.087957126875
2023-10-24,171.75765991210938,0.0,2109.087957126875
2023-10-25,169.44032287597656,0.0,2109.087957126875
2023-10-26,165.27117919921875,0.0,2109.087957126875
2023-10-27,166.58827209472656,0.0,2109.087957126875
2023-10-30,168.63819885253906,0.0,2109.087957126875
2023-10-31,169.11355590820312,0.0,2109.087957126875
2023-11-01,172.28250122070312,0.0,2109.087957126875
2023-11-02,175.84759521484375,0.0,2109.087957126875
2023-11-03,174.9364776611328,0.0,2109.087957126875
2023-11-06,177.49148559570312,0.0,2109.087957126875
2023-11-07,180.05638122558594,0.0,2109.087957126875
2023-11-08,181.11599731445312,0.0,2109.087957126875
2023-11-09,180.64064025878906,0.0,2109.087957126875
2023-11-10,184.83511352539062,0.0,2109.087957126875
2023-11-13,183.24855041503906,0.0,2109.087957126875
2023-11-14,185.8664093017578,0.0,2109.087957126875
2023-11-15,186.43161010742188,0.0,2109.087957126875
2023-11-16,188.11732482910156,0.0,2109.087957126875
2023-11-17,188.09751892089844,0.0,2109.087957126875
2023-11-20,189.84271240234375,0.0,2109.087957126875
2023-11-21,189.03952026367188,0.0,2109.087957126875
2023-11-22,189.7039031982422,0.0,2109.087957126875
2023-11-24,188.37518310546875,0.0,2109.087957126875
2023-11-27,188.19667053222656,0.0,2109.087957126875
2023-11-28,188.80154418945312,0.0,2109.087957126875
2023-11-29,187.7801971435547,0.0,2109.087957126875
2023-11-30,188.35531616210938,0.0,2109.087957126875
2023-12-01,189.63449096679688,0.0,2109.087957126875
2023-12-04,187.83969116210938,0.0,2109.087957126875
2023-12-05,191.7961883544922,0.0,2109.087957126875
2023-12-06,190.70542907714844,0.0,2109.087957126875
2023-12-07,192.63905334472656,0.0,2109.087957126875
2023-12-08,194.0669708251953,0.0,2109.087957126875
2023-12-11,191.55819702148438,0.0,2109.087957126875
2023-12-12,193.0753631591797,0.0,2109.087957126875
2023-12-13,196.29806518554688,0.0,2109.087957126875
2023-12-14,196.44680786132812,0.0,2109.087957126875
2023-12-15,195.9113311767578,0.0,2109.087957126875
2023-12-18,194.24545288085938,0.0,2109.087957126875
2023-12-19,195.28665161132812,0.0,2109.087957126875
2023-12-20,193.19436645507812,0.0,2109.087957126875
2023-12-21,193.0456085205078,0.0,2109.087957126875
2023-12-22,191.97467041015625,0.0,2109.087957126875
2023-12-26,191.42929077148438,0.0,2109.087957126875
2023-12-27,191.52845764160156,0.0,2109.087957126875
2023-12-28,191.95484924316406,0.0,2109.087957126875
2023-12-29,190.91366577148438,0.0,2109.087957126875
